Date,Product_ID,Product,Category,Store,City,Price,Discount,Promotion,Inventory,Sales
2024-07-20,P015,Coffee 200g,Groceries,S09,Pune,305,5,0,116,66
2024-07-21,P015,Coffee 200g,Groceries,S09,Pune,312,5,0,57,59
2024-07-22,P015,Coffee 200g,Groceries,S09,Pune,315,0,0,115,49
2024-07-23,P015,Coffee 200g,Groceries,S09,Pune,316,0,0,86,29
2024-07-24,P015,Coffee 200g,Groceries,S09,Pune,328,5,0,39,47
2024-07-25,P015,Coffee 200g,Groceries,S09,Pune,300,5,0,133,42
2024-07-26,P015,Coffee 200g,Groceries,S09,Pune,289,8,0,86,47
2024-07-27,P015,Coffee 200g,Groceries,S09,Pune,335,5,0,23,63
2024-07-28,P015,Coffee 200g,Groceries,S09,Pune,278,0,0,134,76
2024-07-29,P015,Coffee 200g,Groceries,S09,Pune,305,0,0,81,53
2024-07-30,P015,Coffee 200g,Groceries,S09,Pune,305,5,0,26,55
2024-07-31,P015,Coffee 200g,Groceries,S09,Pune,346,5,0,96,50
2024-08-01,P015,Coffee 200g,Groceries,S09,Pune,311,0,0,46,50
2024-08-02,P015,Coffee 200g,Groceries,S09,Pune,325,5,0,95,53
2024-08-03,P015,Coffee 200g,Groceries,S09,Pune,399,0,0,44,51
2024-08-04,P015,Coffee 200g,Groceries,S09,Pune,307,5,0,146,64
2024-08-05,P015,Coffee 200g,Groceries,S09,Pune,318,0,0,100,46
2024-08-06,P015,Coffee 200g,Groceries,S09,Pune,289,0,0,57,43
2024-08-07,P015,Coffee 200g,Groceries,S09,Pune,303,0,0,108,50
2024-08-08,P015,Coffee 200g,Groceries,S09,Pune,341,0,0,155,48
2024-08-09,P015,Coffee 200g,Groceries,S09,Pune,338,0,0,113,42
2024-08-10,P015,Coffee 200g,Groceries,S09,Pune,285,5,0,50,63
2024-08-11,P015,Coffee 200g,Groceries,S09,Pune,342,0,0,104,58
2024-08-12,P015,Coffee 200g,Groceries,S09,Pune,267,5,0,64,40
2024-08-13,P015,Coffee 200g,Groceries,S09,Pune,303,0,0,97,49
2024-08-14,P015,Coffee 200g,Groceries,S09,Pune,324,0,0,54,43
2024-08-15,P015,Coffee 200g,Groceries,S09,Pune,306,5,0,88,52
2024-08-16,P015,Coffee 200g,Groceries,S09,Pune,317,0,0,32,56
2024-08-17,P015,Coffee 200g,Groceries,S09,Pune,278,8,0,98,63
2024-08-18,P015,Coffee 200g,Groceries,S09,Pune,368,5,0,38,60
2024-08-19,P015,Coffee 200g,Groceries,S09,Pune,310,0,0,133,51
2024-08-20,P015,Coffee 200g,Groceries,S09,Pune,285,8,0,64,69
2024-08-21,P015,Coffee 200g,Groceries,S09,Pune,361,0,0,28,36
2024-08-22,P015,Coffee 200g,Groceries,S09,Pune,342,0,0,102,44
2024-08-23,P015,Coffee 200g,Groceries,S09,Pune,378,0,0,69,33
2024-08-24,P015,Coffee 200g,Groceries,S09,Pune,316,5,0,146,60
2024-08-25,P015,Coffee 200g,Groceries,S09,Pune,309,0,0,90,56
2024-08-26,P015,Coffee 200g,Groceries,S09,Pune,396,0,0,39,51
2024-08-27,P015,Coffee 200g,Groceries,S09,Pune,287,0,0,128,48
2024-08-28,P015,Coffee 200g,Groceries,S09,Pune,316,0,0,71,57
2024-08-29,P015,Coffee 200g,Groceries,S09,Pune,327,0,0,29,42
2024-08-30,P015,Coffee 200g,Groceries,S09,Pune,339,5,0,96,49
2024-08-31,P015,Coffee 200g,Groceries,S09,Pune,246,15,1,128,173
2024-09-01,P015,Coffee 200g,Groceries,S09,Pune,266,8,0,148,116
2024-09-02,P015,Coffee 200g,Groceries,S09,Pune,309,5,0,86,62
2024-09-03,P015,Coffee 200g,Groceries,S09,Pune,296,0,0,25,61
2024-09-04,P015,Coffee 200g,Groceries,S09,Pune,323,0,0,146,57
2024-09-05,P015,Coffee 200g,Groceries,S09,Pune,266,15,1,42,104
2024-09-06,P015,Coffee 200g,Groceries,S09,Pune,256,8,0,112,69
2024-09-07,P015,Coffee 200g,Groceries,S09,Pune,240,5,0,152,104
2024-09-08,P015,Coffee 200g,Groceries,S09,Pune,321,0,0,188,84
2024-09-09,P015,Coffee 200g,Groceries,S09,Pune,247,5,0,115,73
2024-09-10,P015,Coffee 200g,Groceries,S09,Pune,311,5,0,60,55
2024-09-11,P015,Coffee 200g,Groceries,S09,Pune,329,0,0,135,59
2024-09-12,P015,Coffee 200g,Groceries,S09,Pune,283,5,0,49,86
2024-09-13,P015,Coffee 200g,Groceries,S09,Pune,287,5,0,120,74
2024-09-14,P015,Coffee 200g,Groceries,S09,Pune,289,0,0,56,64
2024-09-15,P015,Coffee 200g,Groceries,S09,Pune,229,25,1,129,178
2024-09-16,P015,Coffee 200g,Groceries,S09,Pune,273,0,0,66,63
2024-09-17,P015,Coffee 200g,Groceries,S09,Pune,271,0,0,81,79
2024-09-18,P015,Coffee 200g,Groceries,S09,Pune,333,0,0,26,55
2024-09-19,P015,Coffee 200g,Groceries,S09,Pune,322,0,0,123,55
2024-09-20,P015,Coffee 200g,Groceries,S09,Pune,300,0,0,73,50
2024-09-21,P015,Coffee 200g,Groceries,S09,Pune,268,5,0,115,102
2024-09-22,P015,Coffee 200g,Groceries,S09,Pune,327,0,0,135,101
2024-09-23,P015,Coffee 200g,Groceries,S09,Pune,276,5,0,51,84
2024-09-24,P015,Coffee 200g,Groceries,S09,Pune,284,0,0,95,59
2024-09-25,P015,Coffee 200g,Groceries,S09,Pune,384,0,0,56,39
2024-09-26,P015,Coffee 200g,Groceries,S09,Pune,288,20,1,141,104
2024-09-27,P015,Coffee 200g,Groceries,S09,Pune,296,5,0,95,46
2024-09-28,P015,Coffee 200g,Groceries,S09,Pune,315,0,0,30,65
2024-09-29,P015,Coffee 200g,Groceries,S09,Pune,324,5,0,120,79
2024-09-30,P015,Coffee 200g,Groceries,S09,Pune,312,15,1,143,126
2024-10-01,P015,Coffee 200g,Groceries,S09,Pune,297,15,1,154,108
2024-10-02,P015,Coffee 200g,Groceries,S09,Pune,320,0,0,108,46
2024-10-03,P015,Coffee 200g,Groceries,S09,Pune,326,8,0,48,60
2024-10-04,P015,Coffee 200g,Groceries,S09,Pune,335,0,0,105,63
2024-10-05,P015,Coffee 200g,Groceries,S09,Pune,357,5,0,28,77
2024-10-06,P015,Coffee 200g,Groceries,S09,Pune,224,20,1,149,165
2024-10-07,P015,Coffee 200g,Groceries,S09,Pune,263,5,0,76,73
2024-10-08,P015,Coffee 200g,Groceries,S09,Pune,360,0,0,22,54
2024-10-09,P015,Coffee 200g,Groceries,S09,Pune,306,0,0,87,78
2024-10-10,P015,Coffee 200g,Groceries,S09,Pune,359,0,0,39,48
2024-10-11,P015,Coffee 200g,Groceries,S09,Pune,323,0,0,114,64
2024-10-12,P015,Coffee 200g,Groceries,S09,Pune,289,5,0,46,68
2024-10-13,P015,Coffee 200g,Groceries,S09,Pune,329,5,0,141,76
2024-10-14,P015,Coffee 200g,Groceries,S09,Pune,299,0,0,93,48
2024-10-15,P015,Coffee 200g,Groceries,S09,Pune,287,15,1,108,147
2024-10-16,P015,Coffee 200g,Groceries,S09,Pune,284,0,0,49,59
2024-10-17,P015,Coffee 200g,Groceries,S09,Pune,335,8,0,114,67
2024-10-18,P015,Coffee 200g,Groceries,S09,Pune,295,5,0,57,57
2024-10-19,P015,Coffee 200g,Groceries,S09,Pune,364,0,0,107,66
2024-10-20,P015,Coffee 200g,Groceries,S09,Pune,333,0,0,136,93
2024-10-21,P015,Coffee 200g,Groceries,S09,Pune,261,5,0,67,69
2024-10-22,P015,Coffee 200g,Groceries,S09,Pune,307,8,0,149,51
2024-10-23,P015,Coffee 200g,Groceries,S09,Pune,305,5,0,86,63
2024-10-24,P015,Coffee 200g,Groceries,S09,Pune,276,0,0,114,97
2024-10-25,P015,Coffee 200g,Groceries,S09,Pune,298,5,0,56,58
2024-10-26,P015,Coffee 200g,Groceries,S09,Pune,309,5,0,132,71
2024-10-27,P015,Coffee 200g,Groceries,S09,Pune,275,0,0,41,91
2024-10-28,P015,Coffee 200g,Groceries,S09,Pune,304,5,0,112,65
2024-10-29,P015,Coffee 200g,Groceries,S09,Pune,270,0,0,48,64
2024-10-30,P015,Coffee 200g,Groceries,S09,Pune,272,5,0,110,69
2024-10-31,P015,Coffee 200g,Groceries,S09,Pune,337,0,0,42,68
2024-11-01,P015,Coffee 200g,Groceries,S09,Pune,291,8,0,119,95
2024-11-02,P015,Coffee 200g,Groceries,S09,Pune,292,5,0,134,144
2024-11-03,P015,Coffee 200g,Groceries,S09,Pune,282,5,0,104,147
2024-11-04,P015,Coffee 200g,Groceries,S09,Pune,364,0,0,33,71
2024-11-05,P015,Coffee 200g,Groceries,S09,Pune,315,0,0,99,69
2024-11-06,P015,Coffee 200g,Groceries,S09,Pune,304,0,0,141,106
2024-11-07,P015,Coffee 200g,Groceries,S09,Pune,324,5,0,42,99
2024-11-08,P015,Coffee 200g,Groceries,S09,Pune,275,8,0,106,124
2024-11-09,P015,Coffee 200g,Groceries,S09,Pune,360,0,0,131,98
2024-11-10,P015,Coffee 200g,Groceries,S09,Pune,313,0,0,135,125
2024-11-11,P015,Coffee 200g,Groceries,S09,Pune,376,0,0,53,82
2024-11-12,P015,Coffee 200g,Groceries,S09,Pune,326,0,0,116,121
2024-11-13,P015,Coffee 200g,Groceries,S09,Pune,264,0,0,117,109
2024-11-14,P015,Coffee 200g,Groceries,S09,Pune,278,5,0,98,105
2024-11-15,P015,Coffee 200g,Groceries,S09,Pune,311,5,0,124,81
2024-11-16,P015,Coffee 200g,Groceries,S09,Pune,299,0,0,133,130
2024-11-17,P015,Coffee 200g,Groceries,S09,Pune,277,8,0,114,164
2024-11-18,P015,Coffee 200g,Groceries,S09,Pune,286,8,0,22,92
2024-11-19,P015,Coffee 200g,Groceries,S09,Pune,320,5,0,92,82
2024-11-20,P015,Coffee 200g,Groceries,S09,Pune,315,0,0,118,77
2024-11-21,P015,Coffee 200g,Groceries,S09,Pune,313,8,0,130,102
2024-11-22,P015,Coffee 200g,Groceries,S09,Pune,265,0,0,102,109
2024-11-23,P015,Coffee 200g,Groceries,S09,Pune,360,0,0,110,110
2024-11-24,P015,Coffee 200g,Groceries,S09,Pune,311,8,0,84,118
2024-11-25,P015,Coffee 200g,Groceries,S09,Pune,265,5,0,108,128
2024-11-26,P015,Coffee 200g,Groceries,S09,Pune,339,0,0,28,80
2024-11-27,P015,Coffee 200g,Groceries,S09,Pune,275,20,1,95,219
2024-11-28,P015,Coffee 200g,Groceries,S09,Pune,266,10,1,93,176
2024-11-29,P015,Coffee 200g,Groceries,S09,Pune,278,5,0,115,103
2024-11-30,P015,Coffee 200g,Groceries,S09,Pune,338,5,0,105,116
2024-12-01,P015,Coffee 200g,Groceries,S09,Pune,338,0,0,124,119
2024-12-02,P015,Coffee 200g,Groceries,S09,Pune,277,8,0,102,105
2024-12-03,P015,Coffee 200g,Groceries,S09,Pune,335,8,0,101,104
2024-12-04,P015,Coffee 200g,Groceries,S09,Pune,316,0,0,24,77
2024-12-05,P015,Coffee 200g,Groceries,S09,Pune,230,25,1,142,221
2024-12-06,P015,Coffee 200g,Groceries,S09,Pune,382,0,0,52,90
2024-12-07,P015,Coffee 200g,Groceries,S09,Pune,285,5,0,92,129
2024-12-08,P015,Coffee 200g,Groceries,S09,Pune,241,20,1,104,246
2024-12-09,P015,Coffee 200g,Groceries,S09,Pune,306,0,0,121,96
2024-12-10,P015,Coffee 200g,Groceries,S09,Pune,252,5,0,95,121
2024-12-11,P015,Coffee 200g,Groceries,S09,Pune,342,5,0,125,107
2024-12-12,P015,Coffee 200g,Groceries,S09,Pune,306,0,0,40,85
2024-12-13,P015,Coffee 200g,Groceries,S09,Pune,225,15,1,149,188
2024-12-14,P015,Coffee 200g,Groceries,S09,Pune,332,5,0,46,103
2024-12-15,P015,Coffee 200g,Groceries,S09,Pune,302,0,0,142,122
2024-12-16,P015,Coffee 200g,Groceries,S09,Pune,292,5,0,43,99
2024-12-17,P015,Coffee 200g,Groceries,S09,Pune,309,0,0,97,85
2024-12-18,P015,Coffee 200g,Groceries,S09,Pune,313,5,0,29,68
2024-12-19,P015,Coffee 200g,Groceries,S09,Pune,301,10,1,110,132
2024-12-20,P015,Coffee 200g,Groceries,S09,Pune,346,0,0,46,64
2024-12-21,P015,Coffee 200g,Groceries,S09,Pune,309,0,0,106,94
2024-12-22,P015,Coffee 200g,Groceries,S09,Pune,316,5,0,126,145
2024-12-23,P015,Coffee 200g,Groceries,S09,Pune,286,0,0,118,122
2024-12-24,P015,Coffee 200g,Groceries,S09,Pune,341,5,0,30,88
2024-12-25,P015,Coffee 200g,Groceries,S09,Pune,310,5,0,147,96
2024-12-26,P015,Coffee 200g,Groceries,S09,Pune,322,0,0,58,89
2024-12-27,P015,Coffee 200g,Groceries,S09,Pune,322,0,0,95,69
2024-12-28,P015,Coffee 200g,Groceries,S09,Pune,293,5,0,121,101
2024-12-29,P015,Coffee 200g,Groceries,S09,Pune,299,0,0,138,129
2024-12-30,P015,Coffee 200g,Groceries,S09,Pune,299,0,0,58,80
2024-12-31,P015,Coffee 200g,Groceries,S09,Pune,356,0,0,82,86
2023-01-01,P015,Coffee 200g,Groceries,S10,Mumbai,294,8,0,150,99
2023-01-02,P015,Coffee 200g,Groceries,S10,Mumbai,299,10,1,24,126
2023-01-03,P015,Coffee 200g,Groceries,S10,Mumbai,305,5,0,114,74
2023-01-04,P015,Coffee 200g,Groceries,S10,Mumbai,301,0,0,43,71
2023-01-05,P015,Coffee 200g,Groceries,S10,Mumbai,264,25,1,127,126
2023-01-06,P015,Coffee 200g,Groceries,S10,Mumbai,290,5,0,46,81
2023-01-07,P015,Coffee 200g,Groceries,S10,Mumbai,291,0,0,81,97
2023-01-08,P015,Coffee 200g,Groceries,S10,Mumbai,252,5,0,143,105
2023-01-09,P015,Coffee 200g,Groceries,S10,Mumbai,242,8,0,56,87
2023-01-10,P015,Coffee 200g,Groceries,S10,Mumbai,266,5,0,116,98
2023-01-11,P015,Coffee 200g,Groceries,S10,Mumbai,300,0,0,37,79
2023-01-12,P015,Coffee 200g,Groceries,S10,Mumbai,297,0,0,99,86
2023-01-13,P015,Coffee 200g,Groceries,S10,Mumbai,256,5,0,149,93
2023-01-14,P015,Coffee 200g,Groceries,S10,Mumbai,328,5,0,42,107
2023-01-15,P015,Coffee 200g,Groceries,S10,Mumbai,312,10,1,103,232
2023-01-16,P015,Coffee 200g,Groceries,S10,Mumbai,278,5,0,132,108
2023-01-17,P015,Coffee 200g,Groceries,S10,Mumbai,332,5,0,65,67
2023-01-18,P015,Coffee 200g,Groceries,S10,Mumbai,278,8,0,118,99
2023-01-19,P015,Coffee 200g,Groceries,S10,Mumbai,277,0,0,43,75
2023-01-20,P015,Coffee 200g,Groceries,S10,Mumbai,320,8,0,105,90
2023-01-21,P015,Coffee 200g,Groceries,S10,Mumbai,289,0,0,106,99
2023-01-22,P015,Coffee 200g,Groceries,S10,Mumbai,368,0,0,172,72
2023-01-23,P015,Coffee 200g,Groceries,S10,Mumbai,302,0,0,98,74
2023-01-24,P015,Coffee 200g,Groceries,S10,Mumbai,317,0,0,42,56
2023-01-25,P015,Coffee 200g,Groceries,S10,Mumbai,334,0,0,141,80
2023-01-26,P015,Coffee 200g,Groceries,S10,Mumbai,287,8,0,28,113
2023-01-27,P015,Coffee 200g,Groceries,S10,Mumbai,276,5,0,127,96
2023-01-28,P015,Coffee 200g,Groceries,S10,Mumbai,277,5,0,55,72
2023-01-29,P015,Coffee 200g,Groceries,S10,Mumbai,274,0,0,127,108
2023-01-30,P015,Coffee 200g,Groceries,S10,Mumbai,300,8,0,29,98
2023-01-31,P015,Coffee 200g,Groceries,S10,Mumbai,308,8,0,114,79
2023-02-01,P015,Coffee 200g,Groceries,S10,Mumbai,292,0,0,160,76
2023-02-02,P015,Coffee 200g,Groceries,S10,Mumbai,268,20,1,126,168
2023-02-03,P015,Coffee 200g,Groceries,S10,Mumbai,307,5,0,75,51
2023-02-04,P015,Coffee 200g,Groceries,S10,Mumbai,291,8,0,126,108
2023-02-05,P015,Coffee 200g,Groceries,S10,Mumbai,237,5,0,136,107
2023-02-06,P015,Coffee 200g,Groceries,S10,Mumbai,282,5,0,58,78
2023-02-07,P015,Coffee 200g,Groceries,S10,Mumbai,273,0,0,85,71
2023-02-08,P015,Coffee 200g,Groceries,S10,Mumbai,322,0,0,105,69
2023-02-09,P015,Coffee 200g,Groceries,S10,Mumbai,309,0,0,31,74
2023-02-10,P015,Coffee 200g,Groceries,S10,Mumbai,294,15,1,92,167
2023-02-11,P015,Coffee 200g,Groceries,S10,Mumbai,240,25,1,118,322
2023-02-12,P015,Coffee 200g,Groceries,S10,Mumbai,333,5,0,55,63
2023-02-13,P015,Coffee 200g,Groceries,S10,Mumbai,332,0,0,140,60
2023-02-14,P015,Coffee 200g,Groceries,S10,Mumbai,323,5,0,64,76
2023-02-15,P015,Coffee 200g,Groceries,S10,Mumbai,312,10,1,115,160
2023-02-16,P015,Coffee 200g,Groceries,S10,Mumbai,301,5,0,31,84
2023-02-17,P015,Coffee 200g,Groceries,S10,Mumbai,298,8,0,113,73
2023-02-18,P015,Coffee 200g,Groceries,S10,Mumbai,296,5,0,36,77
2023-02-19,P015,Coffee 200g,Groceries,S10,Mumbai,332,0,0,134,103
2023-02-20,P015,Coffee 200g,Groceries,S10,Mumbai,361,0,0,62,72
2023-02-21,P015,Coffee 200g,Groceries,S10,Mumbai,267,15,1,148,187
2023-02-22,P015,Coffee 200g,Groceries,S10,Mumbai,304,5,0,177,73
2023-02-23,P015,Coffee 200g,Groceries,S10,Mumbai,307,5,0,90,87
2023-02-24,P015,Coffee 200g,Groceries,S10,Mumbai,323,0,0,93,85
2023-02-25,P015,Coffee 200g,Groceries,S10,Mumbai,333,8,0,102,125
2023-02-26,P015,Coffee 200g,Groceries,S10,Mumbai,345,5,0,163,87
2023-02-27,P015,Coffee 200g,Groceries,S10,Mumbai,315,0,0,85,78
2023-02-28,P015,Coffee 200g,Groceries,S10,Mumbai,285,5,0,129,71
2023-03-01,P015,Coffee 200g,Groceries,S10,Mumbai,315,5,0,151,89
2023-03-02,P015,Coffee 200g,Groceries,S10,Mumbai,305,5,0,71,80
2023-03-03,P015,Coffee 200g,Groceries,S10,Mumbai,310,5,0,120,98
2023-03-04,P015,Coffee 200g,Groceries,S10,Mumbai,253,25,1,93,255
2023-03-05,P015,Coffee 200g,Groceries,S10,Mumbai,330,0,0,146,120
2023-03-06,P015,Coffee 200g,Groceries,S10,Mumbai,320,5,0,43,103
2023-03-07,P015,Coffee 200g,Groceries,S10,Mumbai,309,5,0,99,83
2023-03-08,P015,Coffee 200g,Groceries,S10,Mumbai,300,15,1,137,128
2023-03-09,P015,Coffee 200g,Groceries,S10,Mumbai,308,20,1,89,153
2023-03-10,P015,Coffee 200g,Groceries,S10,Mumbai,304,0,0,86,90
2023-03-11,P015,Coffee 200g,Groceries,S10,Mumbai,395,0,0,147,76
2023-03-12,P015,Coffee 200g,Groceries,S10,Mumbai,347,0,0,34,113
2023-03-13,P015,Coffee 200g,Groceries,S10,Mumbai,307,8,0,91,80
2023-03-14,P015,Coffee 200g,Groceries,S10,Mumbai,297,0,0,126,94
2023-03-15,P015,Coffee 200g,Groceries,S10,Mumbai,297,5,0,128,79
2023-03-16,P015,Coffee 200g,Groceries,S10,Mumbai,280,15,1,92,167
2023-03-17,P015,Coffee 200g,Groceries,S10,Mumbai,332,0,0,91,109
2023-03-18,P015,Coffee 200g,Groceries,S10,Mumbai,317,0,0,96,136
2023-03-19,P015,Coffee 200g,Groceries,S10,Mumbai,311,8,0,88,98
2023-03-20,P015,Coffee 200g,Groceries,S10,Mumbai,305,0,0,108,85
2023-03-21,P015,Coffee 200g,Groceries,S10,Mumbai,320,0,0,21,87
2023-03-22,P015,Coffee 200g,Groceries,S10,Mumbai,248,15,1,125,147
2023-03-23,P015,Coffee 200g,Groceries,S10,Mumbai,295,5,0,47,78
2023-03-24,P015,Coffee 200g,Groceries,S10,Mumbai,321,0,0,136,91
2023-03-25,P015,Coffee 200g,Groceries,S10,Mumbai,291,5,0,31,105
2023-03-26,P015,Coffee 200g,Groceries,S10,Mumbai,245,5,0,127,148
2023-03-27,P015,Coffee 200g,Groceries,S10,Mumbai,295,5,0,42,85
2023-03-28,P015,Coffee 200g,Groceries,S10,Mumbai,344,0,0,143,102
2023-03-29,P015,Coffee 200g,Groceries,S10,Mumbai,347,0,0,54,89
2023-03-30,P015,Coffee 200g,Groceries,S10,Mumbai,368,0,0,134,68
2023-03-31,P015,Coffee 200g,Groceries,S10,Mumbai,299,0,0,34,100
2023-04-01,P015,Coffee 200g,Groceries,S10,Mumbai,372,0,0,103,110
2023-04-02,P015,Coffee 200g,Groceries,S10,Mumbai,333,5,0,102,96
2023-04-03,P015,Coffee 200g,Groceries,S10,Mumbai,279,5,0,85,137
2023-04-04,P015,Coffee 200g,Groceries,S10,Mumbai,298,8,0,108,102
2023-04-05,P015,Coffee 200g,Groceries,S10,Mumbai,337,0,0,34,74
2023-04-06,P015,Coffee 200g,Groceries,S10,Mumbai,224,25,1,111,234
2023-04-07,P015,Coffee 200g,Groceries,S10,Mumbai,377,8,0,51,60
2023-04-08,P015,Coffee 200g,Groceries,S10,Mumbai,224,25,1,91,244
2023-04-09,P015,Coffee 200g,Groceries,S10,Mumbai,257,15,1,143,203
2023-04-10,P015,Coffee 200g,Groceries,S10,Mumbai,300,8,0,41,102
2023-04-11,P015,Coffee 200g,Groceries,S10,Mumbai,248,0,0,84,111
2023-04-12,P015,Coffee 200g,Groceries,S10,Mumbai,324,8,0,139,83
2023-04-13,P015,Coffee 200g,Groceries,S10,Mumbai,277,5,0,23,116
2023-04-14,P015,Coffee 200g,Groceries,S10,Mumbai,368,0,0,113,71
2023-04-15,P015,Coffee 200g,Groceries,S10,Mumbai,318,5,0,162,79
2023-04-16,P015,Coffee 200g,Groceries,S10,Mumbai,273,10,1,127,183
2023-04-17,P015,Coffee 200g,Groceries,S10,Mumbai,283,5,0,124,124
2023-04-18,P015,Coffee 200g,Groceries,S10,Mumbai,333,0,0,53,71
2023-04-19,P015,Coffee 200g,Groceries,S10,Mumbai,331,0,0,109,78
2023-04-20,P015,Coffee 200g,Groceries,S10,Mumbai,301,8,0,23,86
2023-04-21,P015,Coffee 200g,Groceries,S10,Mumbai,330,0,0,106,99
2023-04-22,P015,Coffee 200g,Groceries,S10,Mumbai,361,5,0,124,116
2023-04-23,P015,Coffee 200g,Groceries,S10,Mumbai,309,0,0,128,139
2023-04-24,P015,Coffee 200g,Groceries,S10,Mumbai,315,5,0,44,84
2023-04-25,P015,Coffee 200g,Groceries,S10,Mumbai,267,25,1,115,195
2023-04-26,P015,Coffee 200g,Groceries,S10,Mumbai,293,0,0,26,89
2023-04-27,P015,Coffee 200g,Groceries,S10,Mumbai,298,5,0,137,95
2023-04-28,P015,Coffee 200g,Groceries,S10,Mumbai,284,0,0,53,84
2023-04-29,P015,Coffee 200g,Groceries,S10,Mumbai,325,0,0,104,93
2023-04-30,P015,Coffee 200g,Groceries,S10,Mumbai,351,0,0,89,96
2023-05-01,P015,Coffee 200g,Groceries,S10,Mumbai,296,5,0,121,93
2023-05-02,P015,Coffee 200g,Groceries,S10,Mumbai,360,0,0,68,53
2023-05-03,P015,Coffee 200g,Groceries,S10,Mumbai,312,0,0,149,76
2023-05-04,P015,Coffee 200g,Groceries,S10,Mumbai,287,0,0,47,102
2023-05-05,P015,Coffee 200g,Groceries,S10,Mumbai,317,5,0,143,62
2023-05-06,P015,Coffee 200g,Groceries,S10,Mumbai,342,5,0,61,82
2023-05-07,P015,Coffee 200g,Groceries,S10,Mumbai,318,0,0,143,94
2023-05-08,P015,Coffee 200g,Groceries,S10,Mumbai,286,5,0,156,97
2023-05-09,P015,Coffee 200g,Groceries,S10,Mumbai,315,0,0,76,80
2023-05-10,P015,Coffee 200g,Groceries,S10,Mumbai,320,5,0,91,86
2023-05-11,P015,Coffee 200g,Groceries,S10,Mumbai,298,8,0,129,86
2023-05-12,P015,Coffee 200g,Groceries,S10,Mumbai,319,0,0,45,84
2023-05-13,P015,Coffee 200g,Groceries,S10,Mumbai,277,0,0,81,133
2023-05-14,P015,Coffee 200g,Groceries,S10,Mumbai,276,5,0,128,101
2023-05-15,P015,Coffee 200g,Groceries,S10,Mumbai,268,5,0,111,101
2023-05-16,P015,Coffee 200g,Groceries,S10,Mumbai,285,5,0,91,100
2023-05-17,P015,Coffee 200g,Groceries,S10,Mumbai,344,0,0,109,87
2023-05-18,P015,Coffee 200g,Groceries,S10,Mumbai,316,0,0,42,67
2023-05-19,P015,Coffee 200g,Groceries,S10,Mumbai,308,0,0,89,74
2023-05-20,P015,Coffee 200g,Groceries,S10,Mumbai,297,0,0,144,109
2023-05-21,P015,Coffee 200g,Groceries,S10,Mumbai,274,10,1,143,207
2023-05-22,P015,Coffee 200g,Groceries,S10,Mumbai,320,0,0,61,82
2023-05-23,P015,Coffee 200g,Groceries,S10,Mumbai,302,0,0,103,79
2023-05-24,P015,Coffee 200g,Groceries,S10,Mumbai,348,0,0,48,55
2023-05-25,P015,Coffee 200g,Groceries,S10,Mumbai,288,0,0,139,64
2023-05-26,P015,Coffee 200g,Groceries,S10,Mumbai,281,0,0,54,85
2023-05-27,P015,Coffee 200g,Groceries,S10,Mumbai,335,0,0,148,87
2023-05-28,P015,Coffee 200g,Groceries,S10,Mumbai,308,5,0,85,63
2023-05-29,P015,Coffee 200g,Groceries,S10,Mumbai,282,0,0,84,82
2023-05-30,P015,Coffee 200g,Groceries,S10,Mumbai,349,0,0,23,61
2023-05-31,P015,Coffee 200g,Groceries,S10,Mumbai,352,8,0,82,74
2023-06-01,P015,Coffee 200g,Groceries,S10,Mumbai,378,0,0,131,50
2023-06-02,P015,Coffee 200g,Groceries,S10,Mumbai,294,5,0,83,48
2023-06-03,P015,Coffee 200g,Groceries,S10,Mumbai,265,0,0,121,78
2023-06-04,P015,Coffee 200g,Groceries,S10,Mumbai,300,0,0,25,96
2023-06-05,P015,Coffee 200g,Groceries,S10,Mumbai,319,0,0,89,58
2023-06-06,P015,Coffee 200g,Groceries,S10,Mumbai,335,5,0,22,67
2023-06-07,P015,Coffee 200g,Groceries,S10,Mumbai,260,8,0,99,63
2023-06-08,P015,Coffee 200g,Groceries,S10,Mumbai,321,8,0,182,61
2023-06-09,P015,Coffee 200g,Groceries,S10,Mumbai,364,0,0,135,47
2023-06-10,P015,Coffee 200g,Groceries,S10,Mumbai,277,5,0,26,109
2023-06-11,P015,Coffee 200g,Groceries,S10,Mumbai,365,0,0,98,61
2023-06-12,P015,Coffee 200g,Groceries,S10,Mumbai,319,5,0,35,63
2023-06-13,P015,Coffee 200g,Groceries,S10,Mumbai,302,5,0,148,61
2023-06-14,P015,Coffee 200g,Groceries,S10,Mumbai,289,8,0,92,56
2023-06-15,P015,Coffee 200g,Groceries,S10,Mumbai,254,25,1,129,161
2023-06-16,P015,Coffee 200g,Groceries,S10,Mumbai,313,5,0,56,73
2023-06-17,P015,Coffee 200g,Groceries,S10,Mumbai,232,20,1,105,155
2023-06-18,P015,Coffee 200g,Groceries,S10,Mumbai,311,0,0,111,90
2023-06-19,P015,Coffee 200g,Groceries,S10,Mumbai,336,0,0,52,59
2023-06-20,P015,Coffee 200g,Groceries,S10,Mumbai,297,5,0,131,63
2023-06-21,P015,Coffee 200g,Groceries,S10,Mumbai,297,5,0,55,76
2023-06-22,P015,Coffee 200g,Groceries,S10,Mumbai,268,0,0,142,78
2023-06-23,P015,Coffee 200g,Groceries,S10,Mumbai,286,0,0,53,89
2023-06-24,P015,Coffee 200g,Groceries,S10,Mumbai,321,0,0,139,88
